actors,director,entrees_fr,entrees_usa,image_urls,nationalite,semaine_fr,semaine_usa,studio,timing,title,titre_original
"Jalil Lespert,Louise Bourgoin,Mélanie Doutey","Raphaël Jacoulot,Raphaël Jacoulot",30218,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/08/24/15/06/5256313.jpg,france,07/10/2020 au 14/10/2020,,paname distribution,0,l'enfant rêvé,pas de titre original
"Frederick Guillaud,Alexandra Holzhammer,Juliette Charrin","Yohann Charrin,Yohann Charrin",315,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/07/03/14/10/5392927.jpg,france,20/09/2023 au 27/09/2023,,kapfilms,0,mise au vert,pas de titre original
"Niamh Algar,Michael Smiley,Nicholas Burns","Prano Bailey-Bond,Prano Bailey-Bond,Anthony Fletcher",34299,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/06/11/10/20/3701092.jpg,grande-bretagne,11/06/2021 au 14/06/2021,,2 nominations,0,censor,pas de titre original
"Katerine Savard,Ariane Mainville,Hilary Caldwell","Pascal Plante,Pascal Plante",105,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/01/19/16/40/1070144.jpg,canada,04/08/2021 au 11/08/2021,,les alchimistes,0,"nadia, butterfly",pas de titre original
"Sara Forestier,Noémie Lvovsky,Annabelle Lengronne","Frédéric Fonteyne,Anne Paulicevich,Anne Paulicevich",28192,,https://fr.web.img5.acsta.net/c_310_420/pictures/20/05/29/17/31/1294494.jpg,belgique,24 juin au 1 juillet 2020,,kmbo,0,filles de joie,pas de titre original
"Margot Nuccetelli,Dave Willetts,Rick Kavanian","Adam Gunn,Matthias Temmermans,Gerhard Hahn,Tess Meyer",42006,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/05/10/10/07/5009065.jpg,allemagne,20/07/2022 au 27/07/2022,,alba films,0,"mia et moi, l’héroïne de centopia",mia and me - the movie
"Camille Razat,Olivier Barthelemy,Tibo Vandenborre","Didier D. Daarwin,Didier D. Daarwin,Johanne Rigoulot",3603,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/05/11/14/01/3980224.jpg,france,29 juin au 6 juillet 2022,,alba films,0,mastemah,pas de titre original
"Emmanuelle Béart,Vincent Dedienne,Tibo Vandenborre","Ludovic Bergery,Ludovic Bergery",10544,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/26/17/26/4150140.jpg,france,26 mai au 2 juin 2021,,pyramide distribution,0,l'etreinte,pas de titre original
"Catherine Hosmalin,Lola Dewaere,Charlotte De Turckheim","Charlotte De Turckheim,Charlotte De Turckheim,Gladys Marciano",45542,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/10/18/15/09/4504193.jpg,france,22/12/2021 au 29/12/2021,,le pacte,0,mince alors 2 !,pas de titre original
"Elsi Sloan,Carmen Kassovitz,Lucille Guillaume","Aino Suni,Aino Suni",383,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/01/31/11/11/4809114.jpg,france,22 février au 1 mars 2023,,wayna pitch,0,pulse,heartbeast
"Lou Lampros,Tom Mercier,Carmen Kassovitz","Antoinette Boulat,Antoinette Boulat",1804,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/02/14/15/43/4531453.jpg,france,09/03/2022 au 16/03/2022,,epicentre films,0,ma nuit,pas de titre original
"Ioana Bugarin,Emanuel Parvu,Cezar Antal","Bogdan George Apetri,Bogdan George Apetri",8937,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/06/24/16/08/4630997.jpg,roumanie,20/07/2022 au 27/07/2022,,arizona distribution,0,dédales,miracol
"Elisheva Weil,Leib Lev Lenin,Yoav Hait","Hadas Ben Aroya,Hadas Ben Aroya",2553,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/05/12/11/30/5367799.jpg,israël,08/06/2022 au 15/06/2022,,wayna pitch,0,all eyes off me,mishehu yohav mishehu
"Shaïn Boumedine,Théo Augier Bonaventure,Carmen Kassovitz","Gaël Lépingle,Gaël Lépingle,Pierre Chosson",937,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/04/15/31/3598657.jpg,france,11/05/2022 au 18/05/2022,,le pacte,0,l'été nucléaire,pas de titre original
"Linnett Hernandez Valdes,Aimeé Despaigne,Mireya Chapman","Carlos Lechuga,Carlos Lechuga,Fabian Suarez",97,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/07/19/14/34/5361676.jpg,cuba,11/10/2023 au 18/10/2023,,bobine films,0,vicenta b,pas de titre original
"Gracija Filipovic,Danica Curcic,Leon Lučev","Antoneta Alamat Kusijanovic,Christina Lazaridi,Antoneta Alamat Kusijanovic",23677,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/29/12/20/1488429.jpg,croatie,20/04/2022 au 27/04/2022,,kmbo,0,murina,pas de titre original
"Sigrid Johnson,Oscar Töringe,Anna Bjelkerud","Sanna Lenken,Linn Gottfridsson",1333,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/08/26/08/59/3183534.jpg,suède,02/11/2022 au 9/11/2022,,les films du préau,0,comedy queen,pas de titre original
"Alice Henri,Laure Calamy,Bruno Clairefond","Hubert Viel,Hubert Viel",11005,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/06/02/16/46/4877066.jpg,france,18/08/2021 au 25/08/2021,,tandem,0,louloute,pas de titre original
"Ali Suliman,Anna Unterberger,Gassan Abbas","Ameen Nayfeh,Ameen Nayfeh",5684,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/08/17/24/4319273.jpg,palestine,09/06/2021 au 16/06/2021,,shellac,0,200 mètres,200 meters
"Lonnie Chavis,Rosario Dawson,David Oyelowo","David Oyelowo,Emma Needell",181046,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/04/15/10/20/0774930.jpg,u.s.a.,07/05/2021 au 10/05/2021,,,0,l'homme de l'eau,the water man
"Thierry Godard,Sophie Guillemin,Lino Godard","Sophie Guillemin,Sophie Guillemin,Thierry Godard",68,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/12/03/13/32/5124627.jpg,france,12/01/2022 au 19/01/2022,,elkin communication,0,sans toi,pas de titre original
"Tracy Gotoas,Sylvain Le Gall, Niia (II)","Emilie Carpentier,Emilie Carpentier,Cécile Vargaftig",2664,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/08/04/17/14/5397475.jpg,france,09/02/2022 au 16/02/2022,,les films du losange,0,l'horizon,pas de titre original
"Dilayda Güneş,Beril Kayar,Nalan Kuruçim","Azra Deniz Okyay,Azra Deniz Okyay",1299,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/08/16/11/32/2683675.jpg,turquie,23/08/2023 au 30/08/2023,,la vingt-cinquième heure,0,les fantômes d'istanbul,hayaletler
"Elio Germano,Astrid Casali,Sara Ciocca","Damiano D'Innocenzo,Fabio D'Innocenzo,Damiano D'Innocenzo,Fabio D'Innocenzo",4183,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/23/15/18/3418653.jpg,italie,17/08/2022 au 24/08/2022,,le pacte,0,america latina,pas de titre original
"Marie-Eva Phaan,Macéo Carole,Tricia Evy","Guillaume Lorin,Guillaume Lorin,Aurore Auguste",6401,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/08/04/17/31/0834116.jpg,france,02/02/2022 au 9/02/2022,,gebeka films,0,vanille,pas de titre original
"Bianca Cuculici,Laur Bondarenco,Otilia Panaite","Cristi Puiu,Cristi Puiu",150,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/10/02/16/49/4488628.jpg,roumanie,01/11/2023 au 8/11/2023,,shellac,0,mmxx,pas de titre original
"Daiki Yamashita,Nobuhiko Okamoto,Yuka Terasaki","Kenji Nagasaki,Yosuke Kuroda",5796862,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/08/05/17/19/0429307.jpg,japon,2020/03/2020 au 2/03/2020,,cgr events,0,my hero academia: heroes rising,pas de titre original
"Adema Yerzhanova,Daniyar Alshinov,Bolat Kalymbetov","Adilkhan Yerzhanov,Adilkhan Yerzhanov",1110,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/06/20/18/04/4694314.jpg,kazakhstan,12/07/2023 au 19/07/2023,,destiny films,0,l'éducation d'ademoka,ademoka's education
"Soufiane Guerrab,Souheila Yacoub,Thibault Cathalifaud",Yassine Qnia,4981,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/06/08/16/13/4751360.jpg,france,04/08/2021 au 11/08/2021,,le pacte,0,de bas étage,pas de titre original
"Arata Iura,Hiromi Nagasaku,Aju Makita","Naomi Kawase,Naomi Kawase,Izumi Takahashi",11839,,https://fr.web.img5.acsta.net/c_310_420/pictures/21/03/04/14/19/5902970.jpg,japon,28 juillet au 4 août 2021,,haut et court,0,true mothers,asa ga kuru
"Jim Redler,Tomás Ayuso,Karina Matas Piper","Toni García,Douglas Langdale",20012,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/07/01/15/44/0275157.jpg,espagne,25 août au 1 septembre 2021,,star invest films france,0,d'artagnan et les trois mousquetaires,d'artacán y los tres mosqueperros
"Malgorzata Kozuchowska,Kamila Kaminska,Philippe Tlokinski","Michał Kondrat,Michał Kondrat",1804,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/09/14/15/42/4450420.jpg,pologne,02/11/2022 au 9/11/2022,,saje distribution,0,entre ciel et terre,czysciec
"Tallulah Cassavetti,Ana Neborac,Corentin Fila","Anna Cazenave Cambet,Anna Cazenave Cambet,Marie-Stéphane Imbert",2612,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/09/11/16/10/1513736.jpg,france,30 juin au 7 juillet 2021,,rezo films,0,de l’or pour les chiens,pas de titre original
"Sean Cackoski,Corneliu Dragomirescu,Azuki Hagino","Kartik Singh,Kartik Singh",89,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/11/02/08/57/2319904.jpg,france,06/12/2023 au 13/12/2023,,cinéma saint-andré des arts,0,paris lost and found,pas de titre original
"Karin Viard,Stéphane Bak,Yumi Narita","Olivier Peyon,Olivier Peyon,Cyril Brody",24348,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/05/28/10/01/1889606.jpg,france,23/06/2021 au 30/06/2021,,wild bunch distribution,0,tokyo shaking,pas de titre original
"Tosin Cole,Jacob Latimore,Allen Maldonado"," Calmatic,Stephen Glover,Jamal Olori",3800000,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/10/17/10/29/1569175.jpg,u.s.a.,13/01/2023 au 16/01/2023,,,0,house party,pas de titre original
"Maher El Khair,Mudathir Musa,Santino Aguer Ding","Ali Cherri,Ali Cherri,Geoffroy Grison",4214,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/02/01/08/43/2440612.jpg,liban,01/03/2023 au 8/03/2023,,dulac distribution,0,le barrage,al-sadd
"Cédric Carlier,Cédric Carlier,Aloïse Sauvage","Nuno Beato,Cristina Pinheiro,Possidónio Cachapa",648,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/09/19/13/30/2551996.jpg,portugal,21/09/2022 au 28/09/2022,,cinéma public films,0,les démons d’argile,os demónios do meu avô
"Alain-Fabien Delon,Redouanne Harjane,Lola Aubrière","David Lanzmann,David Lanzmann,Mikaël Fitoussi",183,,https://fr.web.img5.acsta.net/c_310_420/pictures/23/01/24/13/09/4883144.jpg,france,19/04/2023 au 26/04/2023,,21films,0,jours sauvages,pas de titre original
,"Kariem Saleh,An Vrombaut,Benoît Chieux",20803,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/06/10/14/49/1358736.jpg,allemagne,14/09/2022 au 21/09/2022,,kmbo,0,le tigre qui s'invita pour le thé,pas de titre original
"Avshalom Pollak,Nur Fibak,Lidor Ederi","Nadav Lapid,Nadav Lapid",14835,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/12/16/25/2203204.jpg,france,15/09/2021 au 22/09/2021,,pyramide distribution,0,le genou d’ahed,pas de titre original
,"Pascale Hecquet,Frits Standaert,Célia Tisserant",11185,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/06/05/15/08/3999365.jpg,belgique,14/10/2020 au 21/10/2020,,cinéma public films,0,la chouette en toque,pas de titre original
" Non,Kento Hayashi,Ai Hashimoto","Akiko Ohku,Akiko Ohku",15217,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/05/30/12/26/4494482.jpg,japon,20/07/2022 au 27/07/2022,,art house,0,tempura,hold me back
"Win Morisaki,Kaho Tsuchimura,Shohei Uno","Kôji Fukada,Shintaro Mitani,Kôji Fukada",11537,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/06/12/33/2137741.jpg,japon,11/05/2022 au 18/05/2022,,art house,0,suis-moi je te fuis,the real thing part 1
"Sverre Rous,Ben Segers,Hannah Macpherson","Jeroen Perceval,Jeroen Perceval",1137,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/10/26/15/16/2363099.jpg,belgique,09/11/2022 au 16/11/2022,,eurozoom,0,dealer,pas de titre original
"Smaragda Karydi,Akis Sakellariou,Marisha Triantafyllidou","Panos H. Koutras,Panos H. Koutras",11033,,https://fr.web.img2.acsta.net/c_310_420/pictures/22/07/13/16/40/4928164.jpg,grèce,10/08/2022 au 17/08/2022,,pyramide distribution,0,dodo,pas de titre original
"Léonor Varela,Mia Maestro,Alfredo Castro","Francisca Alegría,Francisca Alegría,Manuela Infante",772,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/06/29/18/47/5197077.jpg,chili,26 juillet au 2 août 2023,,nour films,0,la vache qui chantait le futur,la vaca que cantó una canción sobre el futuro
"Tom Kenny,Bill Fagerbakke,Clancy Brown","Tim Hill,Stephen Hillenburg,Tim Hill",345000,,https://fr.web.img5.acsta.net/c_310_420/pictures/19/11/14/15/38/1980119.jpg,u.s.a.,04/09/2020 au 7/09/2020,,netflix,0,bob l'éponge - le film : éponge en eaux troubles,the spongebob movie: sponge on the run
"Ziad Bakri,Yumna Marwan,David Field","Rana Kazkaz,Anas Khalaf,Rana Kazkaz,Magali Negroni",2975,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/08/24/10/14/1735563.jpg,syrie,13/10/2021 au 20/10/2021,,alba films,0,le traducteur,pas de titre original
"Sophie Rois,Udo Kier,Milan Herms","Nicolette Krebitz,Nicolette Krebitz",424,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/11/28/15/20/3580759.jpg,allemagne,21/12/2022 au 28/12/2022,,shellac,0,a e i o u - l'alphabet rapide de l'amour,a e i o u - das schnelle alphabet der liebe
"Arielle Dombasle,Valérie Mairesse,Elise Larnicol","Anne-Laure Daffis,Léo Marchand,Anne-Laure Daffis,Léo Marchand",3565,,https://fr.web.img4.acsta.net/c_310_420/pictures/21/10/04/13/28/2260714.jpg,france,02/02/2022 au 9/02/2022,,jour2fête,0,les voisins de mes voisins sont mes voisins,pas de titre original
"Barbara Crampton,Larry Fessenden,Bonnie Aarons","Travis Stevens,Mark Steensland,Kathy Charles",27588,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/03/18/10/24/3606663.jpg,u.s.a.,16/04/2021 au 19/04/2021,,,0,jakob’s wife,pas de titre original
"Simon Abkarian,Pascale Arbillot,Django Schrevens","Nicolas Steil,Michel Fessler,Henri Roanne",6341,,https://fr.web.img4.acsta.net/c_310_420/pictures/22/04/13/14/07/5410691.jpg,luxembourg,15/06/2022 au 22/06/2022,,rezo films,0,le chemin du bonheur,pas de titre original
"Maryam Moghadam,Alireza Sani Far,Pouria Rahimi","Maryam Moghadam,Behtash Sanaeeha,Maryam Moghadam,Behtash Sanaeeha",9944,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/10/18/16/39/5933586.jpg,iran,27 octobre au 3 novembre 2021,,kmbo,0,le pardon,ghasideyeh gave sefid
"Margaret Qualley,Sigourney Weaver,Douglas Booth","Philippe Falardeau,Philippe Falardeau",28851,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/12/04/17/12/5446695.jpg,canada,05/03/2021 au 8/03/2021,,metropolitan filmexport,0,mon année à new york,my salinger year
"Khansa Batma,Ahmed Hammoud,Said Bey","Ismaël El Iraki,Ismaël El Iraki",5444,,https://fr.web.img3.acsta.net/c_310_420/pictures/21/09/22/12/39/0785808.jpg,france,03/11/2021 au 10/11/2021,,ufo distribution,0,burning casablanca (zanka contact),zanka contact
"Alice Krige,Kota Eberhardt,Malcolm McDowell","Charlotte Colbert,Kitty Percy,Charlotte Colbert",554,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/10/11/14/10/3254167.jpg,grande-bretagne,30 novembre au 7 décembre 2022,,alba films,0,she will,pas de titre original
"Evan Rachel Wood,Gina Rodriguez,Richard Jenkins","Miranda July,Miranda July",15401,,https://fr.web.img6.acsta.net/c_310_420/pictures/20/08/03/13/35/5418342.jpg,u.s.a.,30 septembre au 7 octobre 2020,,apollo films,0,kajillionaire,pas de titre original
"Lourdes Hernández,Bruno Lastra,Francesco Carril","Andrea Bagney,Andrea Bagney",9767,,https://fr.web.img4.acsta.net/c_310_420/pictures/23/04/13/17/18/4212775.png,espagne,17/05/2023 au 24/05/2023,,ufo distribution,0,ramona fait son cinéma,ramona
"Sofía Vergara,Adriana Barraza,Joe Manganiello","Rodrigo Perez-Castro,Ligiah Villalobos,Alan Resnick",39343,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/06/08/17/04/0848225.jpg,mexique,21/09/2022 au 28/09/2022,,paradis films,0,koati,pas de titre original
"Alice Isaaz,Jacqueline Bisset,François-Dominique Blin","Baptiste Drapeau,Ollivier Briand",1385,,https://fr.web.img6.acsta.net/c_310_420/pictures/21/07/06/13/39/3187775.jpg,france,04/08/2021 au 11/08/2021,,capricci films,0,messe basse,pas de titre original
"Ann Skelly,Orla Brady,Aidan Gillen","Joe Lawlor,Christine Molloy,Joe Lawlor,Christine Molloy",3406,,https://fr.web.img2.acsta.net/c_310_420/pictures/23/07/24/15/05/1055596.jpg,irlande,24/05/2023 au 31/05/2023,,destiny films,0,faces cachées,rose plays julie
"Agathe Talrich,Marcia Guedj-Feugeas,Matthieu Lucci","Émilie Aussel,Émilie Aussel,Emmanuelle Bayamack-Tam",991,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/02/02/09/24/0832063.jpg,france,04/05/2022 au 11/05/2022,,shellac,0,l'été l’éternité,pas de titre original
"Adrien Dussaiwoir,Jerra Wright-Smith,Damien Locqueneux","Alexs Stadermann,Fin Edquist",14488,,https://fr.web.img2.acsta.net/c_310_420/pictures/20/09/11/12/37/5251375.jpg,australie,26 mai au 2 juin 2021,,alba films,0,100% loup,
"Dorota Pomykala,Bogdan Koca,Adam Bobik","Anna Jadowska,Anna Jadowska",612,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/09/22/12/58/4475632.jpg,pologne,18/10/2023 au 25/10/2023,,la vingt-cinquième heure,0,une femme sur le toit,kobieta na dachu
"Henriette Confurius,Liliane Amuat,Ursina Lardi","Ramon Zürcher,Silvan Zürcher,Ramon Zürcher,Silvan Zürcher",1008,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/10/06/11/14/1880701.jpg,suisse,20/10/2021 au 27/10/2021,,wayna pitch,0,la jeune fille et l'araignée,das mädchen und die spinne
"Adam Devine,Rachel Bloom,Ken Jeong","David Silverman,Raymond S. Persi,Raymond S. Persi,Joel Cohen,John Frink",71419,,https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/07/15/22/5068253.jpg,u.s.a.,26 mai au 2 juin 2021,,snd,0,les bouchetrous,extinct
"Galyar Nerway,Dilin Döğer,Alend Hazim","Hiner Saleem,Hiner Saleem,Véronique Wüthrich",3088,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/13/12/23/1582306.jpg,france,29 juin au 6 juillet 2022,,jour2fête,0,goodnight soldier,pas de titre original
"Cheryl Isheja,Elvis Ngabo,Eliane Umuhire","Saul Williams,Anisia Uzeyman,Saul Williams",415,,https://fr.web.img6.acsta.net/c_310_420/pictures/23/02/03/17/05/1757181.jpg,rwanda,10/05/2023 au 17/05/2023,,damned distribution,0,neptune frost,pas de titre original
"Kamal Haasan,Fahadh Faasil,Vijay Sethupathi","Lokesh Kanagaraj,Lokesh Kanagaraj,Rathna Kumar",1770000,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/05/04/09/42/2589693.jpg,inde,03/06/2022 au 6/06/2022,,friday entertainment,0,vikram,pas de titre original
"Christian Chauvaud,Joëlle Haddad Champeyroux,Florence Gaussen","Christian Chauvaud,Christian Chauvaud",119,,https://fr.web.img3.acsta.net/c_310_420/pictures/24/01/03/10/10/5032531.jpg,france,31 janvier au 7 février 2024,,cinéma saint-andré des arts,0,les affaires sont les affaires,pas de titre original
"Honor Swinton Byrne,Tilda Swinton,Richard Ayoade","Joanna Hogg,Joanna Hogg",6007,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/01/12/08/33/5492834.jpg,grande-bretagne,02/02/2022 au 9/02/2022,,condor distribution,0,the souvenir - part ii,
"Marta Nieto,Miki Esparbé,Fran Lareu","Juanjo Giménez Peña,Juanjo Giménez Peña,Pere Altimira",4494,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/03/17/15/29/1234901.jpg,espagne,03/08/2022 au 10/08/2022,,le pacte,0,en décalage,tres
"Marie-Josée Degny Kokora,Patricia Egnabayou,Junior Asse","Simon Coulibaly Gillard,Simon Coulibaly Gillard",2019,,https://fr.web.img5.acsta.net/c_310_420/pictures/22/03/04/13/08/1768534.jpg,belgique,12/10/2022 au 19/10/2022,,la vingt-cinquième heure,0,aya,pas de titre original
"Rita Burkovska,Lyubomyr Valivots,Myroslava Vytrykhoska-Makar","Maksym Nakonechnyi,Maksym Nakonechnyi,Iryna Tsilyk",4878,,https://fr.web.img3.acsta.net/c_310_420/pictures/22/08/25/17/02/5710805.jpg,ukraine,12/10/2022 au 19/10/2022,,nour films,0,butterfly vision,bachennya metelyka
"Karine Loriau,Etiève Lena,Sylvain Pierre", Tiburce,50,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/05/19/10/36/4368851.jpg,france,04/01/2023 au 11/01/2023,,bon voyage films,0,de l’autre côté du mur,pas de titre original
"Noémie Schmidt,Alice de Lencquesaing,Manuel Severi","Elisabeth Vogler,Elisabeth Vogler,Joris Avodo",672,,https://fr.web.img6.acsta.net/c_310_420/pictures/22/04/05/15/08/5619887.jpg,france,27 avril au 4 mai 2022,,wayna pitch,0,années 20,pas de titre original
