titre,score,nbre_vote,genres,langue,pays,pegi,duree,annee,popularite_score,director,scenaristes,casting_principal,casting_complet,budget
Titre non trouvé,0,0,['No kind'],['No Language'],['No Country'],No Pegi,0,0,['No Popularity Score'],['No Director'],['No Writers'],['No Casting'],['No Casting'],['No budget']
Ponniyin Selvan - part 1,"7,6",36 k,"['Action', 'Aventure', 'Drame']","['Malayalam', 'Kannada', 'Telugu', 'Tamoul']",['Inde'],Not Rated,2h 47min,2022,['No Popularity Score'],Mani Ratnam,Mani Ratnam,"['Mani Ratnam', 'Sruti Harihara Subramanian', 'Scénario']","['Vikram', 'Aishwarya Rai Bachchan', 'Jayam Ravi', 'Karthi', 'Trisha Krishnan', 'Prabhu', 'R. Sarathkumar', 'Sobhita Dhulipala', 'Aishwarya Lekshmi', 'Vikram Prabhu', 'Prakash Raj', 'Jayaram', 'Jayachitra', 'Rahman', 'Ashwin Kakumanu', 'Lal', 'Kishore Kumar G.', 'Babu Antony']",5 000 000 000 ₹ (estimé)
Les sentiers de l'oubli,"6,4",195,"['Drame', 'Romantique']",['Espagnol'],['Chili'],Tous publics,1h 11min,2020,['No Popularity Score'],Nicol Ruiz Benavides,Nicol Ruiz Benavides,"['Nicol Ruiz Benavides', 'Nicol Ruiz Benavides', 'Casting principal']","['Rosa Ramírez', 'Romana Satt', 'Gabriela Arancibia', 'Cristóbal Ruiz', 'Claudia Devia', 'Raúl López Leyton']",['No budget']
Sème le vent,"6,0",113,['Drame'],['Italien'],"['Italie', 'Grèce', 'France']",1h 31min,0,2020,['No Popularity Score'],Danilo Caputo,Danilo Caputo,"['Danilo Caputo', 'Danilo Caputo', 'Milena Magnani']","['Yile Yara Vianello', 'Espedito Chionna', 'Feliciana Sibilano', 'Caterina Valente']",['No budget']
Ubeur,0,0,['Drame'],['Français'],['France'],1h 15min,0,2022,['No Popularity Score'],Driss El Haddaoui,Driss El Haddaoui,"['Driss El Haddaoui', 'Casting principal', 'Driss El Haddaoui']","['Driss El Haddaoui', 'Lydie Misiek', 'Jackie Berroyer', 'Audrey Grosjean', 'Magid Mezzouri', 'Laurent Berthet', ""Jérôme L'hotsky"", 'Lucie Reinaudo', 'Xavier Czapla', 'Mehdi Yannick Boubekeur', 'Tony Zarouel', 'Patrick Bourdon', 'Marie-Claude Geslin', 'Michel Carassou', 'Fabienne Saetti', 'Morgane Dasilva', 'Sofiane Riahi', 'Isabelle Dupuy']",['No budget']
La Mort du cinéma et de mon père aussi,"6,6",184,"['Comédie', 'Drame']",['Hébreu'],"['Israël', 'France']",Tous publics,1h 43min,2020,['No Popularity Score'],Dani Rosenberg,Dani Rosenberg,"['Dani Rosenberg', 'Dani Rosenberg', 'Itay Kohay']","['Marek Rozenbaum', 'Roni Kuban', 'Natan Rosenberg', 'Ina Rosenberg', 'Noa Koler', 'Sabina Rosenberg', 'Ruth Farhi', 'Uri Klauzner', 'Wilma Neubert', 'Ben Paz', 'Daniela Doron', 'Hillel Ben Zeev Perlov', 'Alex Karol', 'Gal Rumbak', 'Tomer Schory', 'Ravid Maimon', 'Tzvi Bassin', 'Yonatan Bar Or']",['No budget']
Domingo et la brume,"5,8",130,['Drame'],['Espagnol'],"['Costa Rica', 'Qatar']",Tous publics,1h 26min,2022,['No Popularity Score'],Ariel Escalante,Ariel Escalante,"['Ariel Escalante', 'Ariel Escalante', 'Casting principal']","['Carlos Ureña', 'Sylvia Sossa', 'Esteban Brenes Serrano', 'Aris Vindas', 'Janko Navarro', 'Ana Luisa Salazar', 'Weftal Vargas', 'David Sibaja', 'Orlando Chanto', 'Jefferson Jaramillo', 'Jose Pablo Chanto', 'Bryan Zamora', 'Deivid Umaña', 'Naty Montoya']",['No budget']
Lidia fait sa loi,"7,4","7,7 k","['Biographique', 'Policier', 'Drame']",['Italien'],['Italie'],2023– ,13,Série télévisée,2 898,Création,Création,"['Création', 'Guido Iuculano', 'Davide Orsini']","['Matilda De Angelis', 'Eduardo Scarpetta', 'Pier Luigi Pasino', 'Sinéad Thornhill', 'Sara Lazzaro', 'Dario Aita', 'Alessia Spinelli', 'Aldo Ottobrino', 'Francesco Biscione', 'Sebastiano Fumagalli', 'Alessandro Federico', 'Fabrizio Odetto', 'Jacopo Crovella', 'Camille Dugay Comencini', 'Roberta Mengozzi', 'Giorgia Spinelli', 'De Mojana Matteo', 'Alessio Del Mastro']",['No budget']
Natural Light,"5,9","1,3 k","['Drame', 'Historique', 'Guerre']","['Hongrois', 'Russe', 'Allemand']","['Hongrie', 'Lettonie', 'France', 'Allemagne']",Tous publics,1h 43min,2021,['No Popularity Score'],Dénes Nagy,Dénes Nagy,"['Dénes Nagy', 'Dénes Nagy', 'Pál Závada']","['Ferenc Szabó', 'László Bajkó', 'Tamás Garbacz', 'Gyula Franczia', 'Stuhl Erno', 'Szilágyi Gyula', 'Mareks Lapeskis', 'Kozó Krisztián', 'Nánási Csaba', 'Fodor Zsolt', 'Mondovics Mihály', 'Barta József', 'Illés Pál', 'Szeverényi János', 'Besenyei Ferenc', 'Anna Lancenka', 'Liene Kislicka', 'Aivars Kuzmins']",['No budget']
C'est la faute à Rio,"5,8",12 k,"['Comédie', 'Romantique']","['Anglais', 'Portugais']",['États-Unis'],R,1h 40min,1984,4 442,Stanley Donen,Stanley Donen,"['Stanley Donen', 'Charlie Peters', 'Larry Gelbart']","['Michael Caine', 'Michelle Johnson', 'Demi Moore', 'Joseph Bologna', 'Valerie Harper', 'José Lewgoy', 'Lupe Gigliotti', 'Michael Menaugh', 'Tessy Callado', 'Ana Lucía Lima', 'Maria Helena Velasco', 'Zeni Pereira', 'Eduardo Conde', 'Betty von Wien', 'Nelson Dantas', 'Thomas Lee Mahon', 'Victor Haïm', 'Jane Duboc']",['No budget']
Rabiye Kurnaz contre George W. Bush,"6,8","1,3 k","['Biographique', 'Comédie', 'Policier']","['Allemand', 'Turc', 'Anglais']","['Allemagne', 'France']",1h 59min,0,2022,['No Popularity Score'],Andreas Dresen,Andreas Dresen,"['Andreas Dresen', 'Laila Stieler', 'Casting principal']","['Meltem Kaptan', 'Alexander Scheer', 'Charly Hübner', 'Nazmi Kirik', 'Sevda Polat', 'Abdullah Emre Öztürk', 'Safak Sengül', 'Jeanette Spassova', 'Abak Safaei-Rad', 'Alexander Hörbe', 'Mert Dincer', 'Devrim Deniz Aslan', 'Cornell Adams', 'Henry Appiah', 'Yasar Cetin', 'Anthony Cook', 'Mike Davies', 'Lorena de la Rosa']",['No budget']
Anatolia,"7,3","3,2 k","['Drame', 'Thriller']","['Turc', 'Kurde']","['Turquie', 'Roumanie']",1h 25min,0,2021,['No Popularity Score'],Ferit Karahan,Ferit Karahan,"['Ferit Karahan', 'Ferit Karahan', 'Gülistan Acet']","['Samet Yildiz', 'Ekin Koç', 'Mahir Ipek', 'Melih Selcuk', 'Cansu Firinci', 'Nurullah Alaca', 'Mert Hazir', 'Mustafa Halli', 'Münir Can Cindoruk', 'Umit Bayram', 'Dilan Parlak', 'Ferit Karahan', 'Nedim Salman', 'Siddik Salaz', 'Ertan Gul', 'Hamdullah Arvas', 'Tekin Bulut']",['No budget']
Le pied nickelé,0,0,['Comédie'],['Français'],['France'],1h 38min,0,2022,['No Popularity Score'],Jean-Loup Martin,Jean-Loup Martin,"['Jean-Loup Martin', 'Scénario', 'Chantal Gerlier']","['René Collombat', 'Alix Bénézech', 'Serge Papagalli', 'Isabelle Morini-Bosc', 'André Lamorthe', 'Louise Cor']",['No budget']
"Les fables en délire: la poule, l'éléphant et le serpent","6,0",6,"['Animation', 'Court-métrage']",['Français'],"['France', 'Belgique']",5min,0,2012,['No Popularity Score'],Fabrice Luang-Vija,Fabrice Luang-Vija,"['Fabrice Luang-Vija', 'Fabrice Luang-Vija']",['No Casting'],['No budget']
Sweet Thing,"7,0","1,4 k",['Drame'],['Anglais'],['États-Unis'],Tous publics,1h 31min,2020,['No Popularity Score'],Alexandre Rockwell,Alexandre Rockwell,"['Alexandre Rockwell', 'Alexandre Rockwell', 'Casting principal']","['Lana Rockwell', 'Nico Rockwell', 'Will Patton', 'Karyn Parsons', 'M.L. Josepher', 'Jabari Watkins', 'Kelly Charpent', 'Steven Randazzo', 'Jeanne Costa', 'Kenny Silva', 'Donald Soares', 'Naejaliesh Pierre', 'Emerys Gottchaulk', 'Kenneth Souza', 'Tim Hughes', 'Kyle Fernandez', 'Brian Eliason', 'Iva Brito']",['No budget']
Walden,"5,8",913,['Thriller'],['Anglais'],['États-Unis'],1h 42min,0,2023,['No Popularity Score'],Mick Davis,Mick Davis,"['Mick Davis', 'Mick Davis', 'Casting principal']","['Emile Hirsch', 'Shane West', 'Kelli Garner', 'Tania Raymonde', 'David Keith', 'Steve Coulter', 'Seth Michaels', 'Sunny Mabrey', 'Luke Davis', 'Sara Sometti Michaels', 'Kathrine Barnes', 'Olive Raine', 'Lisa Shatterly Boyd', 'Gavin Borders', 'Drexel Malkoff', 'Megan McFarland', 'Julia Vasi', 'Sean Freeland']",['No budget']
Les femmes du pavillon J,"7,2",18,['Drame'],"['Arabe', 'Français']","['Maroc', 'France']",1h 35min,0,2019,['No Popularity Score'],Mohamed Nadif,Mohamed Nadif,"['Mohamed Nadif', 'Asmâa El Hadrami', 'Mohamed Nadif']","['Asmâa El Hadrami', 'Jalila Talemsi', 'Imane El Mechrafi', 'Rim Fathi', 'Fatima Attif', 'Asmaa Ben Zakour', 'Avishay Benazra', 'Aziz El Fadili', 'Malika El-Omari', 'Nisrin Erradi', 'Kenza Fridou', 'Mohamed Nadif']",['No budget']
Le monde de Kaleb,0,0,['Documentaire'],['Français'],['France'],1h 7min,0,2022,['No Popularity Score'],Vasken Toranian,Vasken Toranian,"['Vasken Toranian', 'Tristan Benoît', 'Vasken Toranian']",['No Casting'],['No budget']
Lutins d'Élite: Opération Secret du Père Noël,"7,3","2,3 k","['Animation', 'Aventure', 'Comédie']",['Anglais'],['États-Unis'],2011,Tous publics,Téléfilm,['No Popularity Score'],Kevin Deters,Kevin Deters,"['Kevin Deters', 'Stevie Wermers', 'Scénario']","['David Foley', 'Derek Richardson', 'Sarah Chalke', 'Rob Riggle', 'Chris Parnell', 'William Morgan Sheppard', 'Emily Alyn Lind', 'Hayes MacArthur', 'Phil LaMarr', 'Chris Harrison', 'Grace Potter', 'Kevin Deters', 'Dorothy McKim', 'Stevie Wermers']",['No budget']
Sapphire Crystal,"6,1",38,['Court-métrage'],['Français'],['France'],Not Rated,31min,2019,['No Popularity Score'],Virgil Vernier,Virgil Vernier,"['Virgil Vernier', 'Virgil Vernier', 'Casting principal']","['Maxime Brueggler', 'Lou Cohen', 'Olivia de la Baume', 'Medhi Faris', 'Mélissa Homsi', 'Edward Klein', 'Sarah Maria', 'Thibault Rosseti', 'Matteo Scarpino', 'Inès Thurre']",['No budget']
Women Do Cry,"5,2",358,['Drame'],['Bulgare'],"['Bulgarie', 'France']",1h 47min,0,2021,['No Popularity Score'],Vesela Kazakova,Vesela Kazakova,"['Vesela Kazakova', 'Mina Mileva', 'Bilyana Kazakova']","['Maria Bakalova', 'Vesela Kazakova', 'Bilyana Kazakova', 'Iossif Surchadzhiev', 'Ralitsa Stoyanova', 'Katia Kazakova', 'Jerome Godfrey', 'Martin Noev', 'Yavor Kostov', 'Diana Spasova', 'Siana Georgieva', 'Dobriela Popova', 'Kiril Miloushev', 'Rositca Gevrenova', 'Dragomir Kostadinov']",['No budget']
Goodbye Mister Wong,"6,2",38,"['Drame', 'Romantique']","['Lao', 'Anglais', 'Chinois', 'Français']","['Laos', 'France']",Tous publics,1h 46min,2020,['No Popularity Score'],Kiyé Simon Luang,Kiyé Simon Luang,"['Kiyé Simon Luang', 'Kiyé Simon Luang', 'Casting principal']","['Phonesavanh Vilivong', 'Marc Barbé', 'Soulasath Souvanavong', 'Nathalie Richard', 'Khamhou Phanludeth', 'Phourasamy Vilay', 'Thongmay Niyomkham', 'Souvanlay Phetchanpheng', 'Maly Inthapannya', 'Vanessa Lo King Fung', 'Pierre Bourlard', 'Namvane Manivong', 'Alec Manivong', 'Sookprasay Phimmasone', 'Mick Morada', 'Bouapheng Phanyachith', 'Jack Vongsavanh', 'Kim Phone']",['No budget']
Jungle rouge,"6,1",28,['Animation'],['Espagnol'],"['Suisse', 'France']",1h 32min,0,2022,['No Popularity Score'],Zoltan Horvath,Zoltan Horvath,"['Zoltan Horvath', 'Juan José Lozano', 'Antoine Germa']","['Álvaro Bayona', 'Emilia Ceballos', 'Julián Díaz', 'Vera Mercado', 'Patricia Tamayo']",['No budget']
Despedida de soltera 2,"6,5",14,['Comédie'],['Espagnol'],['Mexique'],1h 34min,0,2020,['No Popularity Score'],Enrique Murillo,Enrique Murillo,"['Enrique Murillo', 'Adolfo Martínez Solares', 'Casting principal']","['Radamés de Jesús', 'Nicole Mayer', 'Armando Zamarripa', 'Nabila Alejandra Rojas', 'Héctor Soberón', 'Juan Carlos Nava', 'Richie Cruz', 'Maribel Fernández', 'Jose Fonseca', 'Diana Nuñez Hasbach', 'Arturo Jimenez', 'Manuel Luna', 'Fabián López', 'José Magaña', 'Liliana Moreno', 'Karina Nuñez', 'Aida Pierce', 'Liliana Moreno Reynoso']",['No budget']
Harry Potter et les Reliques de la Mort : partie 1,"7,7",598 k,"['Aventure', 'Famille', 'Fantastique']","['Anglais', 'Latin']","['Royaume-Uni', 'États-Unis']",Tous publics,2h 26min,2010,600,David Yates,David Yates,"['David Yates', 'Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Bill Nighy', 'Richard Griffiths', 'Harry Melling', 'Julie Walters', 'Bonnie Wright', 'Ian Kelly', 'Michelle Fairley', 'Fiona Shaw', 'Alan Rickman', 'Carolyn Pickles', 'Ralph Fiennes', 'Helena Bonham Carter', 'Helen McCrory', 'Jason Isaacs', 'Tom Felton']",125 000 000 $US (estimé)
Le Roi du monde,"6,0",90,['Comédie Musicale'],['Espagnol'],"['Mexique', 'Espagne']",1h 35min,0,2021,['No Popularity Score'],Carlos Saura,Carlos Saura,"['Carlos Saura', 'Carlos Saura', 'Casting principal']","['Ana de la Reguera', 'Manuel Garcia-Rulfo', 'Damián Alcázar', 'Enrique Arce', 'Manolo Cardona', 'Giovanna Reynaud', 'Isaac Hernández', 'Alejandra Toussaint', 'Angélica Ramirez', 'Eulàlia Ramon', 'Greta Elizondo', 'Claudia Marín', 'Ana Kupfer', 'Anai Urrego', 'Patricia Lupercio', 'David Lugo', 'Salvador Amaya', 'Xésar Tena']",['No budget']
Algunas Bestias,"5,7",283,"['Drame', 'Thriller']",['Espagnol'],['Chili'],16,1h 37min,2019,['No Popularity Score'],Jorge Riquelme Serrano,Jorge Riquelme Serrano,"['Jorge Riquelme Serrano', 'Nicolás Diodovich', 'Jorge Riquelme Serrano']","['Paulina García', 'Alfredo Castro', 'Gastón Salgado', 'Millaray Lobos', 'Consuelo Carreño', 'Andrew Bargsted', 'Nicolas Zarate']",['No budget']
Journal de Tûoa,"6,2",573,['Drame'],['Portugais'],"['Portugal', 'France']",1h 42min,0,2021,['No Popularity Score'],Maureen Fazendeiro,Maureen Fazendeiro,"['Maureen Fazendeiro', 'Miguel Gomes', 'Maureen Fazendeiro']","['Crista Alfaiate', 'Carloto Cotta', 'João Nunes Monteiro']",['No budget']
Apples Never Fall,"6,7",4 k,"['Drame', 'Mystère']",['Anglais'],"['Australie', 'États-Unis']",2024,TV-MA,Mini-série télévisée,47,Casting principal,Casting principal,"['Casting principal', 'Annette Bening', 'Sam Neill']","['Annette Bening', 'Sam Neill', 'Jake Lacy', 'Conor Merrigan Turner', 'Essie Randles', 'Georgia Flood', 'Jeanine Serralles', 'Dylan Thuraisingham', 'Alison Brie', 'Nate Mann', 'Paula Andrea Placido', 'Katrina Lenk', 'Timm Sharp', 'Pooja Shah', 'Ana Maria Belo', 'Giles Matthey', 'Madeleine Jones', 'Ling Cooper Tang']",['No budget']
The Cloud in Her Room,"6,2",488,['Drame'],"['Mandarin', 'Anglais', 'Japonais', 'Flamand']","['Chine', 'Hong Kong']",Unrated,1h 41min,2020,['No Popularity Score'],Xinyuan Zheng Lu,Xinyuan Zheng Lu,"['Xinyuan Zheng Lu', 'Xinyuan Zheng Lu', 'Casting principal']","['Zhou Chen', 'Ye Hongming', 'Jin Jing', 'Dong Kangning', 'Dan Liu']",['No budget']
Les graines que l'on sème,"5,2",16,['Drame'],['Français'],['France'],Tous publics,1h 17min,2020,['No Popularity Score'],Nathan Nicholovitch,Nathan Nicholovitch,"['Nathan Nicholovitch', 'Nathan Nicholovitch', 'Casting principal']","['Myriam Abid', 'Fleur Albert', 'Lila Benarous', 'Ghaïs Bertout-Ourabah', 'Clémentine Billy', 'Marie Clément', ""David D'Ingeo"", 'Angèle de Sentenac', 'Kamla Errounane', 'Yhadira Fabat-Delis', 'Alicia Fleury', 'Maëlys Gomez', 'Camilia Kirouani', 'Luna Lafaye', 'Thibaut Lafaye', 'Célia Lazla', 'Chloé Lemeur', 'Rose Fella Leon-Lys']",['No budget']
La Bible : Au commencement des temps...,"6,2","6,2 k","['Drame', 'Famille']",['Anglais'],"['Italie', 'États-Unis']",Tous publics,2h 54min,1966,2 918,John Huston,John Huston,"['John Huston', 'Scénario', 'Christopher Fry']","['Michael Parks', 'Ulla Bergryd', 'Richard Harris', 'John Huston', 'Stephen Boyd', 'George C. Scott', 'Ava Gardner', ""Peter O'Toole"", 'Zoe Sallis', 'Gabriele Ferzetti', 'Eleonora Rossi Drago', 'Franco Nero', 'Pupella Maggio', 'Robert Rietty', 'Peter Heinze', 'Roger Beaumont', 'Gianluigi Crescenzi', 'Maria Grazia Spina']",18 000 000 $US (estimé)
Adiós entusiasmo,"6,2",239,['Drame'],['Espagnol'],"['Colombie', 'Argentine']",1h 19min,0,2017,['No Popularity Score'],Vladimir Durán,Vladimir Durán,"['Vladimir Durán', 'Sacha Amaral', 'Vladimir Durán']","['Lucas Besasso', 'Rosario Bléfari', 'Camilo Castiglione', 'Silvia Cobelo', 'Vladimir Durán', 'Mariel Fernández', 'Martina Juncadella', 'Verónica Llinás', 'Laila Maltz', 'Valeria Valente']",['No budget']
Dhruva Natchathiram Chapter 1: Yuddha Kaandam,0,0,"['Action', 'Thriller']","['Tamoul', 'Telugu']",['Inde'],No Pegi,0,2h 25min,['No Popularity Score'],Gautham Vasudev Menon,Gautham Vasudev Menon,"['Gautham Vasudev Menon', 'Gautham Vasudev Menon', 'Deepak Venkateshan']","['Vikram', 'Ritu Varma', 'Parthiban Radhakrishnan', 'Radhika Sarathkumar', 'Simran', 'Vinayakan', 'Divyadarshini', 'Munna', 'Vamsi Krishna', 'Saleem Baig', 'Sathish Krishnan', 'Maya S. Krishnan', 'Gautham Vasudev Menon', 'Arjun Das', 'Aishwarya Rajesh', 'Benedict Garrett', 'Shravanthi Sainath', 'MD Asif']",['No budget']
Zahorí,"6,7",66,['Drame'],"['Espagnol', 'Anglais', 'Mapuche', 'Italien']","['Suisse', 'Argentine', 'Chili', 'France']",1h 45min,0,2021,['No Popularity Score'],Marí Alessandrini,Marí Alessandrini,"['Marí Alessandrini', 'Marí Alessandrini', 'Casting principal']","['Lara Tortosa', 'Santos Curapil', 'Cirilo Wesley', 'Sabine Timoteo', 'Pablo Limarzi', 'Francisca Castillo', 'Claudio Alfredo Fidani', 'Carol Jones', 'Federico Luque', 'Gabriel Nicolas Pallaleu', 'Michael Silva', 'Colo Susini']",['No budget']
Les Somnambules,"6,4",977,['Drame'],['Espagnol'],"['Argentine', 'Uruguay']",1h 47min,0,2019,['No Popularity Score'],Paula Hernández,Paula Hernández,"['Paula Hernández', 'Paula Hernández', 'Casting principal']","['Erica Rivas', ""Ornella D'Elía"", 'Marilú Marini', 'Luis Ziembrowski', 'Daniel Hendler', 'Rafael Federman', 'Valeria Lois', 'Gloria Demassi', 'Teo Inama Chiabrando', 'Simón Goldzen', 'Eithán Bulacio', 'Alejandro Pinnejas']",['No budget']
Nudo mixteco: trois destins de femmes,"6,9",235,['Drame'],['Espagnol'],['Mexique'],1h 31min,0,2021,['No Popularity Score'],Ángeles Cruz,Ángeles Cruz,"['Ángeles Cruz', 'Ángeles Cruz', 'Casting principal']","['Sonia Couoh', 'Noé Hernández', 'Myriam Bravo', 'Eileen Yañez', 'Aida López', 'Jorge Doal']",['No budget']
Godzilla x Kong : Le Nouvel Empire,"6,6",27 k,"['Action', 'Aventure', 'Science-fiction']",['Anglais'],"['États-Unis', 'Australie']",Tous publics,1h 55min,2024,1,Adam Wingard,Adam Wingard,"['Adam Wingard', 'Scénario', 'Terry Rossio']","['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens', 'Kaylee Hottle', 'Alex Ferns', 'Fala Chen', 'Rachel House', 'Ron Smyck', 'Chantelle Jamieson', 'Greg Hatton', 'Kevin Copeland', 'Tess Dobré', 'Tim Carroll', 'Anthony Brandon Wong', 'Sophia Emberson-Bain', 'Chika Ikogwe', 'Vincent B. Gorce', 'Yeye Zhou']",135 000 000 $US (estimé)
Lady Business,"4,7",15 k,['Comédie'],"['Anglais', 'Espagnol', 'Français', 'Russe']",['États-Unis'],Tous publics,1h 23min,2020,['No Popularity Score'],Miguel Arteta,Miguel Arteta,"['Miguel Arteta', 'Scénario', 'Sam Pitman']","['Tiffany Haddish', 'Rose Byrne', 'Salma Hayek', 'Karan Soni', 'Jacob Latimore', 'Billy Porter', 'Jimmy O. Yang', 'Ryan Hansen', 'Jennifer Coolidge', 'Jessica St. Clair', 'Natasha Rothwell', 'Ari Graynor', 'Lisa Kudrow', 'Kaleb Lankford', 'Caroline Arapoglou', 'Catherine Carlen', 'Katie Parker', 'Anna Grace Davidson']",29 000 000 $US (estimé)
L'esprit sacré,"6,5","1,1 k","['Comédie', 'Drame', 'Science-fiction']",['Espagnol'],"['Espagne', 'France', 'Turquie']",Not Rated,1h 37min,2021,['No Popularity Score'],Chema García Ibarra,Chema García Ibarra,"['Chema García Ibarra', 'Chema García Ibarra', 'Casting principal']","['Nacho Fernández', 'Llum Arques', 'Joanna Valverde', 'Rocío Ibáñez', 'José Ángel Asensio', 'Ainara Paredes', 'David Terol', 'Gorka Tszyu', 'Antonio Vicente Boix', 'Vicente Piqueres', 'María Dolores Molina', 'Isabel Matute', 'Irene Santos', 'Lorena Iglesias', 'Ana Rubio', 'José Miguel Sánchez', 'Vicente Bordonado', 'Trinidad Sánchez']",['No budget']
Japan,"3,1","2,1 k","['Action', 'Comédie', 'Policier']",['Tamoul'],['Inde'],2h 36min,0,2023,['No Popularity Score'],Raju Murugan,Raju Murugan,"['Raju Murugan', 'C. Murugesh Babu', 'Raju Murugan']","['Karthi', 'Sunil', 'K.S. Ravikumar', 'Motta Rajendran', 'Anu Emmanuel', 'Rajesh Aggarwal', 'Arunraja Kamaraj', 'Pattimandram Manikandan', 'Bava Chelladurai', 'C.V. Kumar', 'Vijay Milton', 'Chandrasekhar', 'Jithan Ramesh', 'Jyothika Sahoo', 'Meesai Rajendran', 'Ashna Sudheer', 'Sanal Aman', 'Sajol Chowdhury']",['No budget']
La Sorcière et le martien,0,0,['No kind'],['Français'],['France'],Tous publics,1h 17min,2022,['No Popularity Score'],Thomas Bardinet,Thomas Bardinet,"['Thomas Bardinet', 'Thomas Bardinet', 'Casting principal']","['Yasmine Kharfouche', 'Kylian Mahamoud', 'Laura Delebarre', 'Eve Brange', 'Théodore Duplex', 'Gergana Georgieva', 'Anaïs Vitahen', 'Cécile Jeanneret-Amour', 'Ludovic Pautier', 'Franckie Chauve', 'Naïma Kherbouche', 'Antonin Durand', 'Antonin Buhon', 'Clara Sevran', 'Théo Gillet', 'Jeanne Triffoux', 'Selsabile Flaissi', 'Chamsdine Flaissi']",['No budget']
Le Prince Serpent,"6,4",26,"['Animation', 'Court-métrage']",['Français'],['France'],Tous publics,30min,2019,['No Popularity Score'],Anna Khmelevskaya,Anna Khmelevskaya,"['Anna Khmelevskaya', 'Fabrice Luang-Vija', 'Fabrice Luang-Vija']","['Dany Benedito', 'Guillaume Gallienne', 'Sonia Petit']",['No budget']
Les affluents,"6,0",49,['Drame'],"['Anglais', 'Khmer central']","['Cambodge', 'France']",1h 23min,0,2020,['No Popularity Score'],Jessé Miceli,Jessé Miceli,"['Jessé Miceli', 'Jessé Miceli', 'Casting principal']","['Eang Phearum', 'Sek Songsa', 'Rom Rithy', 'Nicól Bear', 'Vann Lek', 'Doug Shakels', 'Alexandre Barthélémy']",['No budget']
Jeunesse en sursis,"7,2","1,6 k",['Drame'],"['Ukrainien', 'Anglais', 'Italien', 'Russe']",['Ukraine'],2h 2min,0,2021,['No Popularity Score'],Kateryna Gornostai,Kateryna Gornostai,"['Kateryna Gornostai', 'Kateryna Gornostai', 'Casting principal']","['Maria Fedorchenko', 'Arsenii Markov', 'Yana Isaienko', 'Oleksandr Ivanov', 'Andrii Abalmazov', 'Rubin Abukhatab', 'Marharyta Astakhova', 'Oksana Babych', 'Inna Belikova', 'Sehiy Derevyanko', 'Marta Dolesko', 'Kateryna Gornostai', 'Daniel Khoroshavin', 'Kateryna Kozlova', 'Viktoriia Kravchenko', 'Nika Krykun', 'Nastya Kulchytska', 'Nina Makarchuk']",['No budget']
